,settlementdate,duid,product,PRICEBAND1,PRICEBAND2,PRICEBAND3,PRICEBAND4,PRICEBAND5,PRICEBAND6,PRICEBAND7,PRICEBAND8,PRICEBAND9,PRICEBAND10,interval_datetime,BANDAVAIL1,BANDAVAIL2,BANDAVAIL3,BANDAVAIL4,BANDAVAIL5,BANDAVAIL6,BANDAVAIL7,BANDAVAIL8,BANDAVAIL9,BANDAVAIL10,MAXAVAIL,rrp,forecasted_rrp,TOTALCLEARED
7102,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 15:55:00,0,0,0,0,0,0,0,100,85,0,185,317.12646,299.92832,
7103,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:00:00,0,0,0,0,0,0,0,100,85,0,185,310.61196,299.5,
7104,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:05:00,0,0,0,0,0,0,0,100,85,0,185,333.65971,298.43268,
7105,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:10:00,0,0,0,0,0,0,0,100,85,0,185,313.49923,358.47368,
7106,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:15:00,0,0,0,0,0,0,0,100,85,0,185,346.2328,305.31726,
7107,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:20:00,0,0,0,0,0,0,0,100,85,0,185,340.94997,342.07482,
7108,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:25:00,0,0,0,0,0,0,0,100,85,0,185,579.03409,523.44314,
7109,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:30:00,0,0,0,0,0,0,0,100,85,0,185,691.16,675.4489,
7110,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:35:00,0,0,0,0,0,0,0,100,85,0,185,702.86864,712.94685,
7111,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:40:00,0,0,0,0,0,0,0,100,85,0,185,993.99154,3700.12,
7112,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:45:00,0,0,0,0,0,0,0,100,85,0,185,1057.14315,1053.18946,
7113,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:50:00,0,0,0,0,0,0,0,100,85,0,185,9314.83777,4038.55607,100.0
7114,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 16:55:00,0,0,0,0,0,0,0,100,85,0,185,3709.12,10140.34495,46.33954
7115,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:00:00,0,0,0,0,0,0,0,100,85,0,185,9655.64177,9420.0,185.0
7116,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:05:00,0,0,0,0,0,0,0,100,85,0,185,3898.0,9410.0,100.0
7117,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:10:00,0,0,0,0,0,0,0,100,85,0,185,3709.12,3990.98737,91.27831
7118,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:15:00,0,0,0,0,0,0,0,100,85,0,185,3898.0,4038.55607,100.0
7119,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:20:00,0,0,0,0,0,0,0,100,85,0,185,4036.83542,9410.0,100.0
7120,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:25:00,0,0,0,0,0,0,0,100,85,0,185,9842.92551,9944.0,185.0
7121,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:30:00,0,0,0,0,0,0,0,100,85,0,185,9410.0,11170.9,100.0
7122,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:35:00,0,0,0,0,0,0,0,100,85,0,185,3898.0,9420.0,100.0
7123,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:40:00,0,0,0,0,0,0,0,100,85,0,185,9924.53838,9420.0,185.0
7124,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:45:00,0,0,0,0,0,0,0,100,85,0,185,9420.0,11563.89,156.24508
7125,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:50:00,0,0,0,0,0,0,0,100,85,0,185,10561.87669,12339.7582,185.0
7126,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 17:55:00,0,0,0,0,0,0,0,100,85,0,185,9938.90946,12873.04788,185.0
7127,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:00:00,0,0,0,0,0,0,0,100,85,0,185,11340.29,11169.78,185.0
7128,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:05:00,0,0,0,0,0,0,0,100,85,0,185,9500.49143,12339.7582,185.0
7129,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:10:00,0,0,0,0,0,0,0,100,85,0,185,9410.0,11372.41,100.0
7130,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:15:00,0,0,0,0,0,0,0,100,85,0,185,9410.0,9420.0,100.0
7131,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:20:00,0,0,0,0,0,0,0,100,85,0,185,9410.0,9420.0,100.0
7132,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:25:00,0,0,0,0,0,0,0,50,135,0,185,9410.0,9578.05354,50.0
7133,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:30:00,0,0,0,0,0,0,0,50,135,0,185,9420.0,9593.39966,52.4143
7134,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:35:00,0,0,0,0,0,0,0,50,135,0,185,4001.33849,10384.03258,50.0
7135,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:40:00,0,0,0,0,0,0,0,50,135,0,185,9410.0,9420.0,50.0
7136,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:45:00,0,0,0,0,0,0,0,50,135,0,185,9415.76361,9420.0,50.0
7137,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:50:00,0,0,0,0,0,0,0,50,135,0,185,9410.0,9783.79481,50.0
7138,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 18:55:00,0,0,0,0,0,0,0,50,135,0,185,9410.0,9944.0,50.0
7139,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:00:00,0,0,0,0,0,0,0,50,135,0,185,9420.0,9615.85177,74.73588
7140,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:05:00,0,0,0,0,0,0,0,50,135,0,185,9420.0,9410.0,110.28849
7141,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:10:00,0,0,0,0,0,0,0,50,135,0,185,10008.38015,10721.52505,185.0
7142,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:15:00,0,0,0,0,0,0,0,50,135,0,185,10055.52111,10635.76009,185.0
7143,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:20:00,0,0,0,0,0,0,0,50,135,0,185,9420.0,12044.48883,151.25618
7144,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:25:00,0,0,0,0,0,0,0,50,135,0,185,9420.0,11174.83,71.65577
7145,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:30:00,0,0,0,0,0,0,0,50,135,0,185,9823.59798,9944.0,185.0
7146,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:35:00,0,0,0,0,0,0,0,50,135,0,185,9420.0,10813.92133,84.16251
7147,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:40:00,0,0,0,0,0,0,0,50,135,0,185,10506.08003,11169.78,185.0
7148,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:45:00,0,0,0,0,0,0,0,50,135,0,185,10659.46773,12240.81192,185.0
7149,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:50:00,0,0,0,0,0,0,0,50,135,0,185,11212.56,11188.79,185.0
7150,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 19:55:00,0,0,0,0,0,0,0,50,135,0,126,11212.56,11947.10376,126.0
7151,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:00:00,0,0,0,0,0,0,0,50,135,0,4,11174.89,14798.92,4.0
7152,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:05:00,0,0,0,0,0,0,0,50,135,0,0,11169.78,12539.24127,
7153,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:10:00,0,0,0,0,0,0,0,50,135,0,71,14317.09984,12867.5574,71.0
7154,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:15:00,0,0,0,0,0,0,0,50,135,0,0,14788.54457,13360.69853,
7155,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:20:00,0,0,0,0,0,0,0,50,135,0,0,14658.61011,14798.92,
7156,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:25:00,0,0,0,0,0,0,0,5,0,180,2,14562.18615,14798.92,2.0
7157,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:30:00,0,0,0,0,0,0,0,5,0,180,0,14541.85249,15593.84869,
7158,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:35:00,0,0,0,0,0,0,0,5,0,180,0,14204.04318,12765.72615,
7159,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:40:00,0,0,0,0,0,0,0,5,0,180,1,14579.10256,13185.20784,1.0
7160,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:45:00,0,0,0,0,0,0,0,5,0,180,0,15909.60546,15622.67682,
7161,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:50:00,0,0,0,0,0,0,0,5,0,180,0,15974.34465,15498.07652,
7162,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 20:55:00,0,0,0,0,0,0,0,5,0,180,0,14221.46478,15374.14028,
7163,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:00:00,0,0,0,0,0,0,0,5,0,180,0,672.63961,14798.92,
7164,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:05:00,0,0,0,0,0,0,0,50,135,0,0,498.66815,580.46081,
7165,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:10:00,0,0,0,0,0,0,0,50,135,0,0,812.07763,574.19292,
7166,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:15:00,0,0,0,0,0,0,0,50,135,0,0,668.59847,12543.19344,
7167,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:20:00,0,0,0,0,0,0,0,50,135,0,0,551.57839,776.2956,
7168,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:25:00,0,0,0,0,0,0,0,50,135,0,0,501.77234,451.36259,
7169,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:30:00,0,0,0,0,0,0,0,50,135,0,0,449.0,449.0,
7170,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:35:00,0,0,0,0,0,0,0,50,135,0,0,521.2529,469.60808,
7171,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:40:00,0,0,0,0,0,0,0,50,135,0,0,449.0,473.31696,
7172,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:45:00,0,0,0,0,0,0,0,50,135,0,0,449.0,449.0,
7173,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:50:00,0,0,0,0,0,0,0,50,135,0,0,326.0944,449.0,
7174,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 21:55:00,0,0,0,0,0,0,0,50,135,0,0,304.15523,299.71276,
7175,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:00:00,0,0,0,0,0,0,0,50,135,0,0,299.5,299.5,
7176,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:05:00,0,0,0,0,0,0,0,50,135,0,0,299.5,292.68215,
7177,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:10:00,0,0,0,0,0,0,0,50,135,0,0,296.59665,293.02801,
7178,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:15:00,0,0,0,0,0,0,0,50,135,0,0,299.5,288.49094,
7179,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:20:00,0,0,0,0,0,0,0,50,135,0,0,275.36007,293.02801,
7180,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:25:00,0,0,0,0,0,0,0,50,135,0,0,290.80441,288.49094,
7181,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:30:00,0,0,0,0,0,0,0,50,135,0,0,266.96,287.07804,
7182,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:35:00,0,0,0,0,0,0,0,50,135,0,0,252.36463,269.55568,
7183,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:40:00,0,0,0,0,0,0,0,50,135,0,0,266.96,286.50911,
7184,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:45:00,0,0,0,0,0,0,0,50,135,0,0,299.5,287.61492,
7185,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:50:00,0,0,0,0,0,0,0,50,135,0,0,281.99376,286.50911,
7186,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 22:55:00,0,0,0,0,0,0,0,50,135,0,0,253.70614,293.02801,
7187,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:00:00,0,0,0,0,0,0,0,50,135,0,0,266.96,266.96,
7188,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:05:00,0,0,0,0,0,0,0,50,135,0,0,268.99828,281.06329,
7189,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:10:00,0,0,0,0,0,0,0,50,135,0,0,279.48593,278.04283,
7190,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:15:00,0,0,0,0,0,0,0,50,135,0,0,276.66192,278.04274,
7191,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:20:00,0,0,0,0,0,0,0,50,135,0,0,228.95435,251.77599,
7192,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:25:00,0,0,0,0,0,0,0,50,135,0,0,266.96,254.05649,
7193,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:30:00,0,0,0,0,0,0,0,50,135,0,0,226.43012,233.69045,
7194,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:35:00,0,0,0,0,0,0,0,50,135,0,0,324.63825,299.92832,
7195,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:40:00,0,0,0,0,0,0,0,50,135,0,0,281.51338,297.61545,
7196,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:45:00,0,0,0,0,0,0,0,50,135,0,0,266.96,278.04283,
7197,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:50:00,0,0,0,0,0,0,0,50,135,0,0,224.32851,282.35774,
7198,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-26 23:55:00,0,0,0,0,0,0,0,50,135,0,0,228.46038,314.36768,
7199,2025-06-26,KESSB1,ENERGY,-957.2,-0.01,63.6,116.86,239.29,381.65,1064.51,3550.37,9016.82,16751.0,2025-06-27 00:00:00,0,0,0,0,0,0,0,50,135,0,0,224.90946,266.96,
7200,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:05:00,0,0,0,0,0,0,60,0,0,0,0,227.97,202.87817,
7201,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:10:00,0,0,0,0,0,0,60,0,0,0,0,203.83842,224.01937,
7202,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:15:00,0,0,0,0,0,0,60,0,0,0,0,227.97,207.44262,
7203,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:20:00,0,0,0,0,0,0,60,0,0,0,0,248.45649,214.67631,
7204,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:25:00,0,0,0,0,0,0,60,0,0,0,0,290.67131,227.97,
7205,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:30:00,0,0,0,0,0,0,60,0,0,0,0,249.86042,227.97,
7206,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:35:00,0,0,0,0,0,0,60,0,0,0,0,172.56961,294.30884,
7207,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:40:00,0,0,0,0,0,0,60,0,0,0,0,275.81856,195.35852,
7208,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:45:00,0,0,0,0,0,0,60,0,0,0,0,276.39157,235.29957,
7209,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:50:00,0,0,0,0,0,0,60,0,0,0,0,276.04186,179.47328,
7210,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 04:55:00,0,0,0,0,0,0,60,0,0,0,0,288.94963,198.41691,
7211,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 05:00:00,0,0,0,0,0,0,60,0,0,0,0,287.11049,227.97,
7212,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 05:05:00,0,0,0,0,0,0,60,0,0,0,0,227.97,203.11012,
7213,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 05:10:00,0,0,0,0,0,0,60,0,0,0,0,291.82792,295.91283,
7214,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 05:15:00,0,0,0,0,0,0,60,0,0,0,0,257.44406,332.95803,
7215,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 05:20:00,0,0,0,0,0,0,60,0,0,0,0,348.17,362.86379,
7216,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 05:25:00,0,0,0,0,0,0,60,0,0,0,0,221.5292,280.53863,
7217,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 05:30:00,0,0,0,0,0,0,60,0,0,0,0,281.94554,224.14911,
7218,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 05:35:00,0,0,0,0,0,0,60,0,0,0,0,334.44836,227.97,
7219,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 05:40:00,0,0,0,0,0,0,60,0,0,0,0,217.44248,216.09231,
7220,2025-06-26,EILDON1,ENERGY,-991.2,0.0,34.64,143.56,271.4,458.75,595.53,1191.58,13181.79,17346.0,2025-06-26 05:45:00,0,0,0,0,0,0,60,0,0,0,0,214.16305,225.1126,
